Year,Month,Day,Hour,Temp         (Deg C),R Humidity      (%),B Pressure       (milli bar),W Direction       (Deg),Wind Spd      (m/s),PM10
2016,4,10,17,40.9,21,968.5578,66,3.42,156
2016,4,10,18,39.9,23,968.2912,68,3.42,191.25
2016,4,10,19,39.9,23.2,968.5578,84,1.39,213.75
2016,4,10,20,38.4,26.2,968.9577,78,0.83,278
2016,4,10,21,37.1,25.2,969.7575,52,1,308.75
2016,4,10,22,35.1,23.5,970.5573,293,0.22,227
2016,4,10,23,33.9,24.1,971.0905,320,0.42,180
2016,4,10,24,32,26.1,971.3571,317,1.64,230.25
2016,4,11,1,31.4,26.3,971.0905,323,2.36,233
2016,4,11,2,32.4,25.4,970.8239,327,2.19,208.5
2016,4,11,3,30,29.1,970.0241,315,0.86,159.75
2016,4,11,4,29.9,30.6,969.4909,306,1.11,122.75
2016,4,11,5,28.2,36.2,969.2243,289,0.25,112.25
2016,4,11,6,27.2,37.3,969.2243,311,1.03,114
2016,4,11,7,26.9,35.2,969.7575,301,0.31,133.75
2016,4,11,8,27,38.4,970.8239,238,0.14,163
2016,4,11,9,29.2,36.2,971.6237,297,0.67,169.5
2016,4,11,10,34.2,25.1,972.4235,268,0.92,123
2016,4,11,11,37.5,18.2,972.4235,45,2.56,88.75
2016,4,11,12,39.1,17,972.1569,37,1.75,92.5
2016,4,11,13,39.2,18.1,971.3571,73,3.06,93
2016,4,11,14,40.4,18.2,970.2907,77,3.08,101.75
2016,4,11,15,40.1,18.6,968.9577,67,4.64,91.75
2016,4,11,16,40.9,18,968.0246,70,4.14,119
2016,4,11,17,41,19.3,967.2248,100,3.44,124
2016,4,11,18,40.3,20.3,967.2248,77,3.81,120.75
2016,4,11,19,39.4,18.2,967.2248,60,3.58,157.75
2016,4,11,20,38.4,17.5,967.758,47,3.06,327.5
2016,4,11,21,37.1,22.3,968.2912,23,2.75,252.75
2016,4,11,22,36.3,21.3,968.9577,25,3.28,246.75
2016,4,11,23,35.1,24.5,969.2243,354,1.92,254.5
2016,4,11,24,34.2,24.1,969.2243,9,1.89,286.5
2016,4,12,1,33,23.2,968.9577,57,1.5,242.5
2016,4,12,2,32.9,27.1,968.5578,83,1.64,207.25
2016,4,12,3,32.1,30.4,968.2912,100,2.14,186.25
2016,4,12,4,31.9,28,968.2912,83,0.97,222.25
2016,4,12,5,30.4,28.3,968.2912,348,0.42,319
2016,4,12,6,31.1,28.2,968.8244,63,1.25,227.25
2016,4,12,7,30.3,28.3,969.4909,41,0.64,107.25
2016,4,12,8,29.4,30.4,970.2907,293,0.53,91
2016,4,12,9,31.5,29,971.0905,93,1.58,107
2016,4,12,10,32.5,29,971.8903,105,2.78,114
2016,4,12,11,33,25.5,972.1569,101,2.67,93.75
2016,4,12,12,34.2,24.5,971.8903,92,2.03,72.5
2016,4,12,13,35,23.6,971.0905,94,2.39,56.75
2016,4,12,14,37,22,969.7575,76,2.19,64.5
2016,4,12,15,37.1,21.2,968.2912,74,3.5,77
2016,4,12,16,38.1,21.2,967.2248,72,4.58,66.5
2016,4,12,17,38.3,23.2,966.1584,67,3.81,77.25
2016,4,12,18,38.1,23,965.6252,74,3.69,101
2016,4,12,19,36.9,25.3,965.8918,75,2.44,141
2016,4,12,20,36.2,26.3,966.425,80,1.94,230
2016,4,12,21,35.4,25.2,967.2248,99,2.58,330.25
2016,4,12,22,34.1,24.2,968.0246,91,1.64,466.75
2016,4,12,23,34.3,25.4,968.5578,91,1.33,306.5
2016,4,12,24,33,24.4,968.8244,91,1.58,158
2016,4,13,1,30,28.2,968.2912,288,0.61,114.5
2016,4,13,2,28.2,34.2,968.0246,253,0.22,91.5
2016,4,13,3,27.9,34,967.758,229,0.19,92.25
2016,4,13,4,27.9,33.1,967.2248,103,0.92,100.75
2016,4,13,5,29.9,28.3,967.2248,90,1.97,110.25
2016,4,13,6,28.9,26.5,967.4914,59,0.94,142.5
2016,4,13,7,25.9,35.3,967.758,287,0.5,192.75
2016,4,13,8,26.1,36.4,968.2912,269,0.67,161.75
2016,4,13,9,29.9,30.3,969.2243,349,0.61,122
2016,4,13,10,32.4,24.6,970.0241,62,2.42,58.5
2016,4,13,11,34.2,25.4,970.0241,78,3.47,56.5
2016,4,13,12,35,21.4,970.0241,64,3.28,50.75
2016,4,13,13,35.2,21.2,969.2243,62,4.33,40
2016,4,13,14,36.2,21.1,967.758,67,4.42,46.25
2016,4,13,15,37.4,20.3,966.1584,54,6.06,53.5
2016,4,13,16,38.1,19,964.8254,60,4.58,80
2016,4,13,17,38.1,19.3,963.759,59,4.64,103
2016,4,13,18,38.1,20.3,963.4924,58,3.94,110.75
2016,4,13,19,37.4,23.2,963.4924,65,3.36,134.75
2016,4,13,20,37.4,23.2,963.4924,65,3.36,184.25
2016,4,13,21,35.3,18,965.3586,41,2.69,165
2016,4,13,22,34.1,18.3,966.1584,30,2.11,187.75
2016,4,13,23,32,22.3,966.425,6,0.42,261.25
2016,4,13,24,28.1,26.4,966.425,312,1.97,309
2016,4,14,1,28.3,25.1,966.425,314,1.92,339
2016,4,14,2,28,27.3,966.6916,291,0.58,367.75
2016,4,14,3,26.3,28.4,966.425,285,1.14,321.75
2016,4,14,4,24.9,29.1,966.425,271,0.94,341
2016,4,14,5,25.9,27.2,966.1584,284,1.33,365.75
2016,4,14,6,26,27.5,966.425,281,0.42,338.5
2016,4,14,7,24.3,35.3,966.6916,236,0.25,332.75
2016,4,14,8,26.1,37.2,967.4914,282,1,335.75
2016,4,14,9,30.3,29.1,968.8244,260,0.69,334.5
2016,4,14,10,34.2,22.4,969.2243,254,0.53,322
2016,4,14,11,36.9,17.5,969.2243,30,1.72,231.75
2016,4,14,12,38.1,17.2,969.2243,51,2.72,203.75
2016,4,14,13,38.1,18.5,968.5578,70,3.83,148.5
2016,4,14,14,39.4,17.5,967.758,63,3.28,144
2016,4,14,15,39.1,16.3,966.6916,54,4.06,129
2016,4,14,16,40.2,15,965.6252,65,3.47,120
2016,4,14,17,40.4,16.2,964.8254,52,3.94,154.5
2016,4,14,18,40.1,18.6,964.5588,56,4.19,171.75
2016,4,14,19,39.5,17,964.5588,49,3.75,168.5
2016,4,14,20,38.2,21.4,965.8918,60,2,274.5
2016,4,14,21,36.9,22.3,966.9582,83,1.44,439.25
2016,4,14,22,36.1,20,968.0246,92,2.58,325.25
2016,4,14,23,35,20.4,968.9577,77,0.67,328.5
2016,4,14,24,31.1,22,968.9577,257,0.5,254.75
2016,4,15,1,30.4,23.2,968.9577,254,0.39,240.25
2016,4,15,2,29.4,24.3,968.5578,297,1.5,270
2016,4,15,3,28.2,24.1,968.2912,293,1.39,232.25
2016,4,15,4,29.1,24.3,967.758,316,1.44,192
2016,4,15,5,28.2,28.3,967.758,282,0.36,147
2016,4,15,6,25.1,35.1,968.0246,173,0.22,170
2016,4,15,7,24.9,38.6,968.8244,301,0.14,238.75
2016,4,15,8,26.2,36.6,969.4909,303,0.5,365.75
2016,4,15,9,31,31,970.5573,275,0.19,220.5
2016,4,15,10,34,24.2,971.0905,276,0.72,86.25
2016,4,15,11,39.1,17.2,970.8239,49,0.25,68
2016,4,15,12,39.3,18.3,970.5573,42,2.83,75
2016,4,15,13,40.1,17,969.7575,65,3.5,79
2016,4,15,14,40.9,17,968.9577,68,2.97,79
2016,4,15,15,41.3,18.1,967.758,66,3.17,75.5
2016,4,15,16,40.9,16.1,966.9582,58,2.72,95.75
2016,4,15,17,42,15,966.1584,74,2.28,108.25
2016,4,15,18,40.9,18,965.8918,48,2.89,120.25
2016,4,15,19,40.3,23.4,966.1584,52,2.47,153.75
2016,4,15,20,38.2,26.1,966.6916,48,1.25,154.25
2016,4,15,21,38,26.2,967.4914,77,0.61,74.5
2016,4,15,22,35.3,21.3,968.2912,301,0.86,70.75
2016,4,15,23,34.4,19.1,968.8244,320,2.31,82
2016,4,15,24,31.9,23.2,968.5578,303,0.61,102
2016,4,16,1,32,22.5,968.0246,330,3.28,160
2016,4,16,2,32,22.1,967.4914,327,3.14,156
2016,4,16,3,30.4,27.1,967.4914,315,0.69,177.5
2016,4,16,4,29,28,966.9582,316,1.72,246
2016,4,16,5,28.2,31,966.6916,315,1,306.5
2016,4,16,6,28.2,30.4,966.9582,315,1.42,289
2016,4,16,7,26.1,36,967.2248,310,1.17,272.75
2016,4,16,8,27.1,33,968.2912,312,1.67,255.75
2016,4,16,9,27.1,33,968.2912,312,1.67,261.75
2016,4,16,10,35.1,23.2,969.4909,187,0.39,73
2016,4,16,11,39.9,17.2,969.4909,67,0.94,67.5
2016,4,16,12,40.3,16,969.2243,101,1.19,66.5
2016,4,16,13,40.9,18.5,968.5578,42,1.58,60.5
2016,4,16,14,40.9,17.2,967.2248,50,3.19,67.75
2016,4,16,15,42,17,965.8918,59,3.22,77
2016,4,16,16,42.4,16.1,964.5588,50,4.14,86.75
2016,4,16,17,42.4,18.1,963.4924,74,3,111
2016,4,16,18,42.3,18.5,963.2258,66,2.64,125.75
2016,4,16,19,41.5,21.3,963.4924,61,2.72,167
2016,4,16,20,40.3,16.5,964.0256,47,2.81,364.5
2016,4,16,21,39.2,19.2,964.8254,20,2.72,615.75
2016,4,16,22,36.9,19.2,965.6252,334,1.92,477.5
2016,4,16,23,34.1,19.5,966.425,264,0.17,506.25
2016,4,16,24,31.9,22.1,966.425,332,2.97,610
2016,4,17,1,33.2,18.3,966.425,333,2.78,485.5
2016,4,17,2,32,24.3,966.1584,318,0.67,441.25
2016,4,17,3,29.2,31.3,965.6252,310,1.22,564.75
2016,4,17,4,29.1,26,965.092,312,1.17,525.5
2016,4,17,5,28.4,27.3,965.092,320,1.56,413.75
2016,4,17,6,30,26.2,965.6252,330,1.11,422
2016,4,17,7,27.9,34.6,966.1584,250,0.22,464.5
2016,4,17,8,27.9,35.1,966.6916,289,0.19,522.5
2016,4,17,9,32,28,967.758,184,0.28,217.5
2016,4,17,10,36,24.4,968.2912,186,0.33,158
2016,4,17,11,39,18.2,968.2912,42,1.19,113.25
2016,4,17,12,40.2,18,968.0246,73,1.47,97
2016,4,17,13,41.1,18.5,967.758,60,1.47,99
2016,4,17,14,41.2,19.1,966.6916,65,2.22,106.25
2016,4,17,15,41.1,20.3,965.8918,72,2.31,135.25
2016,4,17,16,41.1,19.1,964.8254,79,1.86,281.75
2016,4,17,17,41.4,19.3,964.5588,50,3.08,596.25
2016,4,17,18,41.1,22.1,964.8254,66,2.47,147.5
2016,4,17,19,40.3,24.2,965.092,66,1.14,78
2016,4,17,20,37.9,28.2,965.6252,69,0.78,148.75
2016,4,17,21,38,26.2,966.425,44,1,297.25
2016,4,17,22,37.4,21.1,967.4914,27,1.36,359.25
2016,4,17,23,36.1,25,968.2912,48,1.44,306
2016,4,17,24,36.4,21.1,968.5578,72,0.97,295.75
2016,4,18,1,32.9,24,968.2912,299,0.94,266.75
2016,4,18,2,31.1,24.5,968.0246,320,1.97,203.75
2016,4,18,3,30.3,28,968.0246,303,0.44,266.25
2016,4,18,4,29.2,31.3,967.758,282,0.17,352.5
2016,4,18,5,27.1,36.4,967.758,311,0.64,384.25
2016,4,18,6,26.9,33.3,967.758,315,2.42,336.5
2016,4,18,7,27.9,31.5,968.2912,314,0.81,280.5
2016,4,18,8,27,32.5,968.9577,289,0.92,269
2016,4,18,9,31.3,30,970.0241,285,0.89,152.5
2016,4,18,10,36.1,20.4,970.8239,252,0.31,138.75
2016,4,18,11,39,18.2,968.2912,42,1.19,156.25
2016,4,18,12,40.2,18,968.0246,73,1.47,183.75
2016,4,18,13,41.1,18.5,967.758,60,1.47,184
2016,4,18,14,41.2,19.1,966.6916,65,2.22,183.75
2016,4,18,15,41.1,20.3,965.8918,72,2.31,177.5
2016,4,18,16,41.1,19.1,964.8254,79,1.86,192
2016,4,18,17,41.4,19.3,964.5588,50,3.08,206.75
2016,4,18,18,41.1,22.1,964.8254,66,2.47,213.5
2016,4,18,19,40.3,24.2,965.092,66,1.14,217.25
2016,4,18,20,31,30.5,967.4914,330,0.94,257.25
2016,4,18,21,29.6,31,968.0246,310,1.28,288.5
2016,4,18,22,29,35.1,968.5578,312,0.89,255
2016,4,18,23,30.6,30.3,969.4909,304,0.53,284.5
2016,4,18,24,34.9,26.6,970.5573,277,0.31,289.75
2016,4,19,1,32.7,28,969.2243,320,2.44,315.75
2016,4,19,2,31.5,31.1,968.9577,171,0.5,321.5
2016,4,19,3,30.6,36.1,968.5578,315,1.14,289.25
2016,4,19,4,29.5,35.2,968.0246,321,1.78,291.5
2016,4,19,5,31,30.5,967.4914,330,0.94,307.5
2016,4,19,6,29.6,31,968.0246,310,1.28,404.25
2016,4,19,7,29,35.1,968.5578,312,0.89,465.75
2016,4,19,8,30.6,30.3,969.4909,304,0.53,566
2016,4,19,9,34.9,26.6,970.5573,277,0.31,511.25
2016,4,19,10,38.6,19.3,970.8239,174,0.11,407.25
2016,4,19,11,39.6,20,971.0905,35,1.83,304.25
2016,4,19,12,40.6,17.2,971.0905,48,2.06,262.25
2016,4,19,13,40.6,17.3,970.2907,53,2.75,265.5
2016,4,19,14,42,16,969.4909,55,3.19,265.75
2016,4,19,15,42.7,14.2,968.2912,66,3.81,201.5
2016,4,19,16,43,15.1,967.2248,74,3.5,150.25
2016,4,19,17,42.9,16.2,966.425,76,3.86,144.5
2016,4,19,18,42.5,18.4,966.425,68,3.94,180
2016,4,19,19,41.7,19.2,966.6916,83,2.33,234.5
2016,4,19,20,39.5,22.1,967.4914,82,0.94,353
2016,4,19,21,38.5,22,968.5578,30,1.03,560
2016,4,19,22,38.5,23.1,969.2243,39,1.14,786.5
2016,4,19,23,35.5,22.4,969.7575,297,0.53,786.75
2016,4,19,24,32.8,23,970.0241,306,0.5,680.25
2016,4,20,1,32.6,22.2,970.0241,300,0.56,611.5
2016,4,20,2,31,26.4,969.4909,289,0.64,538.25
2016,4,20,3,29.9,27.3,969.2243,295,1.28,570
2016,4,20,4,30,26.2,968.9577,300,1.75,513.5
2016,4,20,5,28.6,29.2,968.5578,268,0.36,524.25
2016,4,20,6,28.7,27,968.8244,289,0.64,410.75
2016,4,20,7,29.8,25.2,969.2243,315,1.97,377.5
2016,4,20,8,29.9,27.1,970.2907,193,0.44,481.25
2016,4,20,9,34.9,22.2,971.3571,187,0.14,218.75
2016,4,20,10,38,19,972.1569,185,0.58,266.25
2016,4,20,11,39.9,15.5,972.1569,45,2.03,180.5
2016,4,20,12,41,14,971.8903,95,2.08,159.5
2016,4,20,13,42.1,15.4,971.0905,55,2.33,141.75
2016,4,20,14,41.7,17.4,969.7575,69,3.33,132
2016,4,20,15,43,17,968.8244,72,4.33,138
2016,4,20,16,42.7,16,967.4914,60,4.03,127.25
2016,4,20,17,42.7,16.4,966.425,49,4.61,131.75
2016,4,20,18,43,17.1,965.8918,52,4.67,155.75
2016,4,20,19,41.9,22.5,966.1584,56,3.11,158
2016,4,20,20,40.5,23.4,966.9582,74,1.47,229.25
2016,4,20,21,38.8,24.5,968.2912,63,1.22,301.5
2016,4,20,22,38.8,20.2,968.9577,39,2.31,334.25
2016,4,20,23,38.5,16,969.4909,37,2.89,251.5
2016,4,20,24,36.7,19,969.2243,14,1.33,263
2016,4,21,1,36.5,20.5,968.9577,21,2.64,270
2016,4,21,2,36.5,21.2,968.5578,41,2.44,276.5
2016,4,21,3,35.6,20.5,968.0246,34,2.86,267.5
2016,4,21,4,34.6,21,967.2248,17,2.83,301
2016,4,21,5,34.6,21,967.2248,17,2.83,329
2016,4,21,6,32.6,21.3,966.9582,0,1.83,311.75
2016,4,21,7,32.6,21.1,967.4914,359,2.5,318.75
2016,4,21,8,32.5,23.2,968.2912,4,0.89,345.75
2016,4,21,9,35,19.4,968.9577,30,2.39,320.25
2016,4,21,10,37,17.6,969.4909,45,3.97,368.25
2016,4,21,11,37.5,18.2,969.4909,79,2.42,343.25
2016,4,21,12,39.1,17.3,969.2243,76,3,302
2016,4,21,13,40,17.2,968.8244,65,3.53,605.5
2016,4,21,14,40.8,17,967.4914,58,3.97,210.25
2016,4,21,15,40.7,17.6,966.1584,57,5.97,164.25
2016,4,21,16,41.7,18.4,965.092,68,5.47,174.5
2016,4,21,17,41.9,17.3,964.0256,54,6.19,192
2016,4,21,18,41.6,19.4,963.4924,57,5.39,199.75
2016,4,21,19,40.8,21.1,963.4924,58,4.92,243
2016,4,21,20,39.7,24,964.0256,52,3.11,249.5
2016,4,21,21,38.5,24.2,965.092,86,1.19,254.5
2016,4,21,22,38.5,24.2,965.092,86,1.19,257
2016,4,21,23,37.5,18.1,966.1584,34,2.25,236
2016,4,21,24,35.5,21.6,966.1584,351,1.89,258.75
2016,4,22,1,30.7,26.5,965.6252,305,0.39,292.25
2016,4,22,2,30.6,26.3,965.3586,271,0.5,295.75
2016,4,22,3,29.7,26.4,965.092,303,1.33,391
2016,4,22,4,29.5,27.5,965.092,299,1.17,431.25
2016,4,22,5,27.7,32.1,965.092,312,1.89,401
2016,4,22,6,28.8,27.1,965.3586,320,2.61,372.75
2016,4,22,7,27.7,31.1,965.8918,317,2.28,433.75
2016,4,22,8,29.5,28.1,966.6916,304,1.03,451.75
2016,4,22,9,33.6,22.2,967.4914,275,1,474.5
2016,4,22,10,38,17.1,968.0246,206,0.33,407.75
2016,4,22,11,39.7,14.3,968.0246,2,0.89,349.25
2016,4,22,12,40,13.4,967.4914,71,1.17,354.75
2016,4,22,13,39.8,15,966.6916,58,2.44,352.25
2016,4,22,14,40.8,14.3,965.8918,70,2.58,358.5
2016,4,22,15,42,15.1,964.2922,72,3.11,355
2016,4,22,16,42.6,14,962.9592,55,2.61,319.25
2016,4,22,17,42.7,16.4,962.1594,66,3.17,315
2016,4,22,18,41.7,17.2,961.4929,69,3.39,343.75
2016,4,22,19,40.8,21,961.2263,59,2.89,412.75
2016,4,22,20,39.5,20,961.4929,55,3.14,466.5
2016,4,22,21,38.8,16.2,962.1594,37,3.11,450.25
2016,4,22,22,37.7,20.4,962.9592,17,3.19,398.5
2016,4,22,23,36.7,23,963.4924,9,2.94,329.75
2016,4,22,24,36.7,22.6,963.4924,12,3.81,382
2016,4,23,1,35.9,20.4,963.2258,21,2.06,448
2016,4,23,2,33.1,21.3,962.6926,335,0.31,396.75
2016,4,23,3,33.5,21.2,962.1594,0,1.97,419
2016,4,23,4,33.5,21.3,961.4929,349,2.03,371.25
2016,4,23,5,32.7,23,961.6262,5,2.28,365
2016,4,23,6,32.6,22.2,961.8928,359,2.64,436
2016,4,23,7,32.6,21.2,962.6926,19,2.83,494.5
2016,4,23,8,32.7,19.1,963.4924,43,4,551.75
2016,4,23,9,35,18,964.0256,46,4.17,455.75
2016,4,23,10,35.5,21.5,964.5588,58,4.72,324.75
2016,4,23,11,36.6,21.2,964.8254,60,4.75,269.5
2016,4,23,12,38.8,18.2,964.8254,66,3.89,250.25
2016,4,23,13,39.7,16.2,964.2922,58,3.94,242.5
2016,4,23,14,39.6,15.1,963.759,47,4.69,211.25
2016,4,23,15,40.7,15.2,962.426,46,4.17,186
2016,4,23,16,40.8,17.1,961.4929,61,4.5,165.75
2016,4,23,17,41.1,17.2,960.9597,51,4.17,187.5
2016,4,23,18,40.6,18.5,960.6931,51,3.83,238.25
2016,4,23,19,39.8,19.2,960.6931,60,3.33,292.25
2016,4,23,20,38.5,22.3,961.4929,63,1.81,266.25
2016,4,23,21,36.8,24.4,962.426,73,1.14,219.75
2016,4,23,22,36.8,22.6,963.4924,53,1.39,206.5
2016,4,23,23,36,21.2,964.5588,74,0.97,199.25
2016,4,23,24,35.5,18.3,964.8254,35,1.39,236.5
2016,4,24,1,34.7,20.1,964.5588,41,1.33,254
2016,4,24,2,33.6,21.3,964.2922,49,1.33,301.5
2016,4,24,3,33,24.1,964.2922,89,1.22,294.5
2016,4,24,4,29.7,22.1,964.2922,297,0.94,298
2016,4,24,5,28.6,23.4,964.2922,311,1.33,362.25
2016,4,24,6,29.7,20.2,964.5588,315,1.56,383.25
2016,4,24,7,27.6,24.4,964.8254,319,2.36,552.25
2016,4,24,8,28.8,24.6,965.3586,324,3.06,985
2016,4,24,9,31.5,21.2,966.425,282,1.19,985
2016,4,24,10,35.9,14.3,966.9582,310,0.89,985
2016,4,24,11,36.6,13.6,967.2248,71,1.47,789
2016,4,24,12,37.7,10,967.2248,111,1.94,184.5
2016,4,24,13,38.6,13.1,966.6916,60,3.56,162
2016,4,24,14,38.7,11.3,965.8918,67,2.03,221
2016,4,24,15,40,12.3,964.8254,78,3.08,150.5
2016,4,24,16,40,14.5,964.0256,73,3.25,153.75
2016,4,24,17,39.9,15.2,963.4924,64,4.33,200.5
2016,4,24,18,40,12.2,963.2258,83,3.06,195.75
2016,4,24,19,38.7,16.5,963.4924,84,1.97,215.5
2016,4,24,20,37.6,21,964.0256,62,0.83,245.25
2016,4,24,21,36.9,18.4,964.8254,93,1.28,480.25
2016,4,24,22,34.6,14.2,965.6252,342,0.42,801.5
2016,4,24,23,31,16.2,966.425,309,1.17,247.75
2016,4,24,24,29.6,17.2,966.425,325,1.56,254.75
2016,4,25,1,28.6,19.5,965.8918,306,0.69,315.25
2016,4,25,2,27.7,27.5,965.6252,298,0.31,375.75
2016,4,25,3,27.5,22.3,965.6252,321,2.14,440
2016,4,25,4,27.1,21.5,965.3586,320,1.69,374.5
2016,4,25,5,26.1,23.2,965.6252,301,0.64,389.25
2016,4,25,6,25.1,30.3,966.1584,206,0.14,348
,,,,,,,,,
2016,4,25,8,25.8,29.1,967.758,197,0.17,666.5
2016,4,25,9,29.9,25,968.8244,236,0.33,798.5
2016,4,25,10,34.5,17,969.4909,186,0.28,245.25
2016,4,25,11,37,10.6,969.7575,191,1.19,247
2016,4,25,12,37.8,9.2,969.4909,186,1.97,204
2016,4,25,13,39,8.1,969.2243,187,1.39,231
2016,4,25,14,39.5,8,968.8244,196,1.69,236.75
2016,4,25,15,41.1,8.4,967.758,235,0.97,213.5
2016,4,25,16,40.7,8.2,966.6916,197,1.58,183
2016,4,25,17,40.7,8.2,966.1584,168,2.06,215.5
2016,4,25,18,40.5,8.1,965.6252,180,2.03,226
2016,4,25,19,39.5,9,965.8918,189,2.19,248.25
2016,4,25,20,36.7,13.1,966.9582,171,0.78,316.5
2016,4,25,21,34.6,19.3,968.2912,175,0.56,405.25
2016,4,25,22,35,16,968.9577,177,1.06,398
2016,4,25,23,34,23.1,969.7575,258,0.5,352
2016,4,25,24,32,23,970.0241,303,0.61,367
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2016,4,26,9,29.9,27,971.8903,303,1,676
2016,4,26,10,36.6,16.3,972.6901,214,0.42,806
2016,4,26,11,36.7,11,972.9567,185,2.33,240.5
2016,4,26,12,38.7,9.2,972.4235,171,2.42,158.25
2016,4,26,13,39.8,10.1,971.8903,152,1.92,160.75
2016,4,26,14,40.6,9.6,970.8239,175,1.86,137.75
2016,4,26,15,41.8,9.5,969.4909,178,2,156
2016,4,26,16,42.5,9.6,968.2912,141,2.03,206.75
2016,4,26,17,42.8,9.5,967.4914,155,2.36,160.25
2016,4,26,18,41.6,10.1,966.9582,166,2.11,165.25
2016,4,26,19,41.5,10.3,967.4914,136,1.78,197
2016,4,26,20,38.9,13.5,968.2912,176,0.58,277.5
2016,4,26,21,36.6,16,968.9577,194,0.17,461
2016,4,26,22,35.1,19.6,969.7575,296,0.72,505.25
2016,4,26,23,33.6,19,970.8239,320,1.28,334
2016,4,26,24,31.8,20.4,970.5573,316,1.08,275.75
2016,4,27,1,30.5,21.3,969.4909,322,2.08,256.5
2016,4,27,2,31.6,22.3,968.9577,305,0.89,287.75
2016,4,27,3,29.7,26.5,968.8244,310,0.19,268.75
2016,4,27,4,28.5,26.1,968.8244,0,0.22,241.5
2016,4,27,5,27.8,27.2,968.8244,306,0.78,251.75
2016,4,27,6,28.5,26.2,968.9577,310,1.33,277.5
2016,4,27,7,28.7,29,969.2243,297,1.28,282.5
2016,4,27,8,30,28.3,969.7575,294,0.78,287.5
2016,4,27,9,31.8,25.1,970.5573,171,0.78,252.5
2016,4,27,10,34.5,21,971.3571,205,0.83,250
2016,4,27,11,37.8,15.3,971.3571,194,0.86,159.25
2016,4,27,12,39.5,11,971.0905,171,1.53,138.75
2016,4,27,13,41.7,9.1,970.5573,186,1.28,134.25
2016,4,27,14,42.8,9.6,969.2243,223,1.14,121
2016,4,27,15,41.8,12.5,968.5578,65,2.67,116.5
2016,4,27,16,41.1,18.1,968.0246,35,3.53,127
2016,4,27,17,40.6,21.1,967.4914,68,4.58,163.5
2016,4,27,18,40.5,19.4,966.6916,83,3.42,206.5
2016,4,27,19,39.7,17.3,966.6916,80,0.97,221.5
2016,4,27,20,38.9,21.6,967.2248,33,1,450.5
2016,4,27,21,37.8,20.2,967.758,3,1.86,560.75
2016,4,27,22,37.7,20.2,968.2912,16,2.17,256.5
2016,4,27,23,34.8,22,968.2912,328,1.19,268
2016,4,27,24,33.6,25,968.2912,290,1.11,226.75
2016,4,28,1,33,23.3,967.758,282,0.72,224.25
2016,4,28,2,31.1,30.1,967.758,278,0.36,211.5
2016,4,28,3,30.6,30.5,967.4914,282,0.56,210
2016,4,28,4,33.8,28.2,967.2248,34,2.78,194
2016,4,28,5,34.8,24.6,966.9582,341,6.42,202.75
2016,4,28,6,34.6,26.4,966.9582,337,5.31,218.75
2016,4,28,7,33.7,26,967.2248,343,3.53,298.25
2016,4,28,8,34.8,27,968.5578,346,3.44,449
2016,4,28,9,35.6,26,969.2243,344,5.47,335.25
2016,4,28,10,37.1,27.2,970.0241,7,5.42,156.75
2016,4,28,11,37.5,26.5,970.0241,16,5.53,160
2016,4,28,12,38.6,20.1,969.4909,6,4.94,172.25
2016,4,28,13,40.9,15.4,968.9577,3,2.28,195.25
2016,4,28,14,41.5,14.1,968.0246,49,1.25,175.75
2016,4,28,15,42.6,15.4,966.9582,52,2.22,165.5
2016,4,28,16,41.7,15.1,965.8918,46,1.92,185.25
2016,4,28,17,42.6,15,965.092,59,2.11,212
2016,4,28,18,42.1,16.6,964.8254,75,2.56,271.5
2016,4,28,19,40.7,14.3,965.092,110,2.81,298.25
2016,4,28,20,39.9,20.1,965.8918,91,1.33,314.25
2016,4,28,21,38.6,22.2,966.9582,67,0.92,337.5
2016,4,28,22,36.7,19.3,967.758,353,0.61,301
2016,4,28,23,37,16.1,968.2912,113,0.81,291.5
2016,4,28,24,33.9,20.6,968.5578,313,1.19,234.5
2016,4,29,1,32,22.4,968.2912,313,2.17,288
2016,4,29,2,32.7,20,967.758,330,2.58,366
2016,4,29,3,32.7,22.1,967.4914,337,1.28,309.5
2016,4,29,4,30.5,27.2,967.2248,252,0.25,263.5
2016,4,29,5,29.1,31,966.9582,181,0.58,224.25
2016,4,29,6,27.5,32.5,967.4914,317,0.92,222.25
2016,4,29,7,26.9,38,968.5578,292,0.47,266.75
2016,4,29,8,28.5,29.6,969.2243,315,2,284.75
2016,4,29,9,31.5,26.6,970.2907,235,0.56,251.75
2016,4,29,10,36,22,971.0905,255,0.81,192.25
2016,4,29,11,33,23.3,967.758,282,0.72,165
2016,4,29,12,31.1,30.1,967.758,278,0.36,153
2016,4,29,13,30.6,30.5,967.4914,282,0.56,149.5
2016,4,29,14,33.8,28.2,967.2248,34,2.78,145.5
2016,4,29,15,34.8,24.6,966.9582,341,6.42,167.25
2016,4,29,16,34.6,26.4,966.9582,337,5.31,179.25
2016,4,29,17,33.7,26,967.2248,343,3.53,209.25
2016,4,29,18,34.8,27,968.5578,346,3.44,258.25
2016,4,29,19,35.6,26,969.2243,344,5.47,267.25
2016,4,29,20,37.1,27.2,970.0241,7,5.42,254.5
2016,4,29,21,37.5,26.5,970.0241,16,5.53,285.5
